hsk_level,hanzi,pinyin,meaning
5,摩托车,mótuōchē,motorcycle; motorbike
5,陌生,mòshēng,strange; unfamiliar
5,某,mǒu,a certain; some
5,木头,mùtou,wood; log; timber
5,目标,mùbiāo,target; goal; objective
5,目录,mùlù,catalog; table of contents; directory (on computer hard drive)
5,目前,mùqián,at present; now; for the moment
5,哪怕,nǎpà,even (if/though); no matter how
5,难怪,nánguài,no wonder
5,难免,nánmiǎn,hard to avoid; difficult to escape from
5,脑袋,nǎodai,head; mental capability; brains
5,内部,nèibù,"internal; interior; inside (part, section)"
5,内科,nèikē,internal medicine
5,嫩,nèn,tender; inexperienced
5,能干,nénggàn,capable; competent
5,能源,néngyuán,energy resources; power source
5,嗯,ēn,"(interjection expressing what?, huh? hmm? why? ok, etc.)"
5,年代,niándài,decade; era
5,年纪,niánjì,age
5,念,niàn,read aloud; to study; to miss or think of somebody
5,宁可,nìngkě,would rather; it is the lesser of two evils to
5,牛仔裤,niúzǎikù,jeans; cowboy pants
5,农村,nóngcūn,rural area; countryside
5,农民,nóngmín,peasant
5,农业,nóngyè,agriculture; farming
5,浓,nóng,concentrated; dense
5,女士,nǚshì,lady; madam
5,欧洲,Ōuzhōu,Europe
5,偶然,ǒurán,accidentally; occasional; fortuitous
5,拍,pāi,"to clap; to pat; to shoot (pictures, a film)"
5,派,pài,dispatch; (mw for political groups; schools of thought
5,盼望,pànwàng,to hope for; look forward to
5,培训,péixùn,cultivate; train
5,培养,péiyǎng,to train; cultivate; bring up
5,赔偿,péicháng,compensate; pay for somebody else's loss
5,佩服,pèifu,admire; to respect
5,配合,pèihé,be harmoniously combined or arranged; matching; fitting in with
5,盆,pén,basin; (flower) pot
5,碰,pèng,to touch; to bump; to encounter
5,批,pī,criticize; to comment; wholesale
5,批准,pīzhǔn,approve; ratify
5,披,pī,drape over one's shoulders; split open; open
5,疲劳,píláo,fatigue; wearily; weariness
5,匹,pǐ,"ordinary person; (mw for horses, bolt of cloth)"
5,片,"piàn, piān",(mw for pieces of things); a slice; a flake
5,片面,piànmiàn,one-sided; unilateral
5,飘,piāo,to float; flutter
5,拼音,pīnyīn,pinyin; phonetic writing
5,频道,píndào,frequency; (television) channel
5,平,píng,flat; level; equal
5,平安,píng'ān,safe and sound
5,平常,píngcháng,ordinary; usually; common
5,平等,píngděng,equal; equality
5,平方,píngfāng,"square (as in square foot, square mile, etc.)"
5,平衡,pínghéng,balance; balanced; equilibrium
5,平静,píngjìng,calm; peaceful; tranquil
5,平均,píngjūn,average; to share equally
5,评价,píngjià,to evaluate
5,凭,píng,lean against; evidence; proof
5,迫切,pòqiè,urgent; pressing
5,破产,pò chǎn,go bankrupt; go broke; bankruptcy
5,破坏,pòhuài,destroy; destruction; to wreck
5,期待,qīdài,look forward to; await; expectation
5,期间,qījiān,period of time; time
5,其余,qíyú,the others; the rest; remaining
5,奇迹,qíjì,miracle; miraculous; marvel
5,企业,qǐyè,company; business; firm
5,启发,qǐfā,enlighten; inspire
5,气氛,qìfēn,atmosphere; mood; ambience
5,汽油,qìyóu,gasoline; gas; petrol
5,谦虚,qiānxū,modest
5,签,qiān,bamboo used for drawing lots; toothpick; to sign (one's name)
5,前途,qiántú,future; prospects; outlook (for the future)
5,浅,qiǎn,shallow; simple; superficial
5,欠,qiàn,yawn; to lack; owe
5,枪,qiāng,gun; spear
5,强调,qiángdiào,emphasize; to stress
5,强烈,qiángliè,intense; strong; violent
5,墙,qiáng,wall
5,抢,"qiǎng, qiāng",fight over; vie for; grab
5,悄悄,qiāoqiāo,quietly
5,瞧,qiáo,look at; see (colloquial)
5,巧妙,qiǎomiào,ingenious; clever
5,切,"qiē, qiè",to cut; to chop; correspond to
5,亲爱,qīn'ài,"beloved; Dear ... (a way of starting a letter lovers, intimate friends or close relatives)"
5,亲切,qīnqiè,kind; amiable; cordial
5,亲自,qīnzì,personally
5,勤奋,qínfèn,hardworking; diligent; industrious
5,青,qīng,blue; green; young
5,青春,qīngchūn,youth; youthfulness; fresh spring
5,青少年,qīngshàonián,teenager
5,轻视,qīngshì,contempt; to scorn; scornful
5,轻易,qīngyì,easily; lightly; rashly
5,清淡,qīngdàn,"light (of food, not greasy or strongly flavored); insipid; slack (sales)"
5,情景,qíngjǐng,scene; sight; circumstances
5,情绪,qíngxù,emotion; sentiment; mood
5,请求,qǐngqiú,to request; ask
5,庆祝,qìngzhù,celebrate
5,球迷,qiúmí,"fan (of ball games: basketball, football, etc.)"
5,趋势,qūshì,trend; tendency
5,取消,qǔxiāo,cancel; cancellation; abolish
5,娶,qǔ,marry (a wife); take a wife
5,去世,qùshì,pass away; die
5,圈,quān,"circle; ring; (mw for loops, orbits, etc.)"
5,权力,quánlì,power; authority
5,权利,quánlì,right; privilege
5,全面,quánmiàn,all-around; comprehensive; fully
5,劝,quàn,advise; to urge; persuade
5,缺乏,quēfá,shortage; to lack; be short of
5,确定,quèdìng,definite; certain; fixed
5,确认,quèrèn,confirm; confirmation; verify
5,群,qún,"crowd; group; (mw for groups, flocks, or swarms)"
5,燃烧,ránshāo,combustion; burn; kindle
5,绕,rào,to wind; to coil; move round
5,热爱,rè'ài,love ardently; adore; passion
5,热烈,rèliè,warm; enthusiastic
5,热心,rèxīn,enthusiastic; zealous; warmhearted
5,人才,réncái,talent; talented person
5,人口,rénkǒu,population; the populace
5,人类,rénlèi,humanity; human race; mankind
5,人民币,rénmínbì,(currency) renminbi (RMB)
5,人生,rénshēng,human life
5,人事,rénshì,personnel
5,人物,rénwù,"figure; personage; character (in a play, story, etc.)"
5,人员,rényuán,staff; crew; personnel
5,忍不住,rěn bu zhù,cannot help but; unable to bear
5,日常,rìcháng,daily; everyday
5,日程,rìchéng,schedule; itinerary
5,日历,rìlì,calendar
5,日期,rìqī,date
5,日用品,rìyòngpǐn,daily necessities
5,日子,rìzi,days; date; time
5,如何,rúhé,how; what; what way
5,如今,rújīn,nowadays
5,软,ruǎn,soft
5,软件,ruǎnjiàn,(computer) software
5,弱,ruò,weak; feeble; young
5,洒,sǎ,to sprinkle; to spray; to spill
5,嗓子,sǎngzi,throat; voice
5,色彩,sècǎi,tint; color; hue
5,杀,shā,to kill; to murder
5,沙漠,shāmò,desert
5,沙滩,shātān,sand bar; sand beach
5,傻,shǎ,foolish; fool
5,晒,shài,to dry in the sun; shine upon; to sun
5,删除,shānchú,to delete
5,闪电,shǎndiàn,lightning
5,扇子,shànzi,fan (for waving)
5,善良,shànliáng,good and honest; kind-hearted
5,善于,shànyú,be good at; excel at
5,伤害,shānghài,injure; to harm; wound
5,商品,shāngpǐn,goods; commodity; merchandise
5,商务,shāngwù,business; commercial affairs
5,商业,shāngyè,business; commerce; trade
5,上当,shàng dàng,be fooled; be duped; be taken in
5,蛇,shé,snake; serpent
5,舍不得,shěbude,hate to part with; begrudge doing something
5,设备,shèbèi,equipment; facilities; installations
5,设计,shèjì,plan; design
5,设施,shèshī,facilities; installation
5,射击,shèjī,to shoot; to fire (a gun)
5,摄影,shè yǐng,take a photograph; shoot a film
5,伸,shēn,to stretch; extend
5,身材,shēncái,stature; figure; build
5,身份,shēnfèn,identity; status; dignity
5,深刻,shēnkè,profound; deep
5,神话,shénhuà,mythology; fairy tale
5,神秘,shénmì,mysterious; mystical
5,升,shēng,rise; hoist; promote
5,生产,shēngchǎn,to produce; manufacture; give birth to a child
5,生动,shēngdòng,vivid; lively
5,生长,shēngzhǎng,grow; grow up
5,声调,shēngdiào,tone; note
5,绳子,shéngzi,cord; string; rope
5,省略,shěnglüè,to omit; to leave out; abbreviate
5,胜利,shènglì,victory; triumph
5,失眠,shīmián,lose sleep; insomnia
5,失去,shīqù,"to lose (time, an opportunity, work, etc.)"
5,失业,shī yè,lose one's job; unemployment
5,诗,shī,poem; poetry; verse
5,狮子,shīzi,lion
5,湿润,shīrùn,moist; humid
5,石头,shítou,stone; rock
5,时差,shíchā,jetlag; time difference
5,时代,shídài,age; era; period
5,时刻,shíkè,moment; constantly
5,时髦,shímáo,fashionable
5,时期,shíqī,period in time or history; period; time
5,时尚,shíshàng,fashion; fad
5,实话,shíhuà,truth
5,实践,shíjiàn,practice; put into practice; carry out
5,实习,shíxí,to practice; field work; work as an intern
5,实现,shíxiàn,achieve; to implement
5,实验,shíyàn,experiment; test
5,实用,shíyòng,practical; pragmatic; functional
5,食物,shíwù,food
5,使劲儿,shǐjìnr,exert all one's strength
5,始终,shǐzhōng,from beginning to end; all along
5,士兵,shìbīng,soldier
5,市场,shìchǎng,market
5,似的,shìde,seems as if; rather like
5,事实,shìshí,fact; in fact
5,事物,shìwù,thing; object
5,事先,shìxiān,in advance; beforehand; prior
5,试卷,shìjuàn,exam paper; test paper
5,收获,shōuhuò,harvest; acquisition; gain
5,收据,shōujù,receipt
5,手工,shǒugōng,hand-made; handicraft; manual
5,手术,shǒushù,surgery; operation
5,手套,shǒutào,glove; mitten
5,手续,shǒuxù,formalities; procedure
5,手指,shǒuzhǐ,finger
5,首,shǒu,head; chief; first
5,寿命,shòumìng,life span; life expectancy
5,受伤,shòu shāng,"sustain injuries (in an accident, etc.); be injured"
5,书架,shūjià,bookshelf
5,梳子,shūzi,comb; hairbrush
5,舒适,shūshì,cozy; comfortable; snug
5,输入,shūrù,input; enter; import
5,蔬菜,shūcài,vegetables; produce
5,熟练,shúliàn,practiced; proficient; skilled
5,属于,shǔyú,belong to; be part of
5,鼠标,shǔ biāo,mouse (computer)
5,数,"shù, shǔ",number; to count; to rank
5,数据,shùjù,data; numbers; digital
5,数码,shùmǎ,numeral; number; amount
5,摔倒,shuāidǎo,fall down; slip and fall; tumble
5,甩,shuǎi,to throw; to fling; to swing
5,双方,shuāngfāng,bilateral; both sides; both parties involved
5,税,shuì,tax
5,说不定,shuōbudìng,can't say for sure; perhaps; maybe
5,说服,shuō fú,persuade; convince
5,丝绸,sīchóu,silk
5,丝毫,sīháo,the slightest amount or degree; a very little bit
5,私人,sīrén,private (citizen); personal; individual
5,思考,sīkǎo,reflect on; ponder; consider
5,思想,sīxiǎng,thought; thinking; idea
5,撕,sī,to tear (something)
5,似乎,sìhū,it seems; as if; seemingly
5,搜索,sōusuǒ,search; look for something; scour
5,宿舍,sùshè,dormitory; living quarters; hostel
5,随身,suíshēn,carry on one's person; bring with one
5,随时,suíshí,at any time; whenever necessary
5,随手,suíshǒu,convenient; without extra trouble
5,碎,suì,broken; break into pieces
5,损失,sǔnshī,loss (financial); lose
5,缩短,suōduǎn,shorten; cut down; curtail
5,所,suǒ,"place; that which; (mw for houses, buildings)"
5,锁,suǒ,lock
5,台阶,táijiē,flight of steps; sidestep; fig. way out of an embarrassing situation
5,太极拳,tàijíquán,"Tai chi, a Chinese martial art"
5,太太,tàitai,wife; married woman; Madame
5,谈判,tánpàn,negotiate; negotiation; conference
5,坦率,tǎnshuài,frank
5,烫,tàng,to scald; to burn; scalding hot
5,逃,táo,to escape; run away; flee
5,逃避,táobì,to escape; evade; shirk
5,桃,táo,peach
5,淘气,táoqì,naughty; bad
5,讨价还价,tǎo jià huán jià,bargaining; haggling over price
5,套,tào,cover; (mw for sets of things); tie together
5,特色,tèsè,characteristic; distinguishing feature
5,特殊,tèshū,special; particular; extraordinary
5,特征,tèzhēng,characteristics; distinctive features; trait
5,疼爱,téng ài,love dearly; be very fond of
5,提倡,tíchàng,promote; to advocate; proposal
5,提纲,tígāng,outline; the key point
5,提问,tíwèn,put questions to; to quiz
5,题目,tímù,subject; title; topic
5,体会,tǐhuì,know from experience; learn through experience; realize
5,体贴,tǐtiē,show consideration for; thoughtful
5,体现,tǐxiàn,embody; incarnate; reflect
5,体验,tǐyàn,experience for oneself; to personally experience (usually a kind of life)
5,天空,tiānkōng,sky; space; heavens
5,天真,tiānzhēn,naïve; innocent; artless
5,调皮,tiáopí,naughty; mischievous; unruly
5,调整,tiáozhěng,adjustment; revision
5,挑战,tiǎozhàn,challenge
5,通常,tōngcháng,regular; usual; normal
5,统一,tǒngyī,unify; unite; integrate
5,痛苦,tòngkǔ,pain; suffering; agony
5,痛快,tòngkuai,joyful; delighted; very happy
5,偷,tōu,steal; pilfer
5,投入,tóurù,put into operation; throw into; to invest
5,投资,tóu zī,investment
5,透明,tòumíng,transparent; open (non-secretive)
5,突出,tūchū,prominent; stand out; give prominence to
5,土地,tǔdì,land; territory; soil
5,土豆,tǔdòu,potato
5,吐,"tǔ, tù",to spit; to vomit; throw up
5,兔子,tùzi,rabbit; hare
5,团,tuán,round; ball; group
5,推辞,tuīcí,to decline; turn down
5,推广,tuīguǎng,popularize; to spread
5,推荐,tuījiàn,recommend; recommendation
5,退,tuì,to retreat; decline; withdraw
5,退步,tuìbù,to degenerate; to regress
5,退休,tuìxiū,retirement (from work); retire
5,歪,wāi,askew; crooked; devious
5,外公,wàigōng,maternal grandfather
5,外交,wàijiāo,diplomacy; foreign affairs
5,完美,wánměi,perfect
5,完善,wánshàn,perfect; make perfect; improve
5,完整,wánzhěng,complete; intact
5,玩具,wánjù,plaything; toy
5,万一,wànyī,just in case; if by any chance
5,王子,wángzǐ,prince; son of a king
5,网络,wǎngluò,network
5,往返,wǎngfǎn,go back and forth; go to and fro
5,危害,wēihài,endanger; jeopardize; to harm
5,威胁,wēixié,threaten; to menace
5,微笑,wēixiào,smile
5,违反,wéifǎn,violate (a law)
5,围巾,wéijīn,scarf; shawl
5,围绕,wéirào,revolve around; center on (an issue)
5,唯一,wéiyī,only; sole
5,维修,wéixiū,maintain (of equipment); to mend; repair
5,伟大,wěidà,great; mighty; large
5,尾巴,wěiba,tail
5,委屈,wěiqu,feel wronged; nurse a grievance
5,未必,wèibì,not necessarily; need not
5,未来,wèilái,future
5,位于,wèiyú,be located at
5,位置,wèizhi,position; place; seat
5,胃,wèi,stomach
5,胃口,wèikǒu,appetite
5,温暖,wēnnuǎn,warm
5,温柔,wēnróu,gentle and soft; tender; gentle
5,文件,wénjiàn,document; file
5,文具,wénjù,stationery; writing supplies
5,文明,wénmíng,civilization; civilized; culture
5,文学,wénxué,literature
5,文字,wénzì,characters; script; writing
5,闻,wén,hear; to smell; news
5,吻,wěn,kiss; lips
5,稳定,wěndìng,stable; steady
5,问候,wènhòu,send a greeting; send one's regards to
5,卧室,wòshì,bedroom
5,握手,wò shǒu,to shake hands
5,屋子,wūzi,room; house
5,无奈,wúnài,can't help but; have no choice
5,无数,wúshù,countless; innumerable
5,无所谓,wúsuǒwèi,doesn't matter; be indifferent
5,武术,wǔshù,martial arts
5,勿,wù,not; do not
5,物理,wùlǐ,physics; physical
5,物质,wùzhì,matter; substance; material
5,雾,wù,fog; mist
5,吸取,xīqǔ,absorb; assimilate
5,吸收,xīshōu,absorb; ingest
5,戏剧,xìjù,drama; play; theater
5,系,"xì, jì",be; relate to; system
5,系统,xìtǒng,system
5,细节,xìjié,details; particulars
5,瞎,xiā,blind
5,下载,xiàzǎi,to download
5,吓,xià,frighten; to scare; intimidate
5,夏令营,xiàlìngyíng,summer camp
5,鲜艳,xiānyàn,bright-colored
5,显得,xiǎnde,appear; seem; to look
5,显然,xiǎnrán,clear; evidently; obviously
5,显示,xiǎnshì,"display, illustrate, to show"
5,县,xiàn,county; district
5,现代,xiàndài,modern times; modern age
5,现实,xiànshí,reality; actuality; practical
5,现象,xiànxiàng,appearance; phenomenon
5,限制,xiànzhì,restrictions; to limit; to bound
5,相处,xiāngchǔ,get along; interact
5,相当,xiāngdāng,equivalent to; appropriate; considerably
5,相对,xiāngduì,opposite; relatively; to resist
5,相关,xiāngguān,correlation; interrelated; dependence
5,相似,xiāngsì,similar; resemble; like
5,香肠,xiāngcháng,sausage
5,享受,xiǎngshòu,enjoy
5,想念,xiǎngniàn,to miss; remember with longing; long to see again
5,想象,xiǎngxiàng,imagine; visualize
5,项,xiàng,nape (of the neck); sum (of money); mw item
5,项链,xiàngliàn,necklace
5,项目,xiàngmù,program; item; project
5,象棋,xiàngqí,chess; Chinese chess
5,象征,xiàngzhēng,symbol; symbolize; signify
5,消费,xiāofèi,consumption; spending
5,消化,xiāohuà,to digest
5,消极,xiāojí,passive; negative; demoralized
5,消失,xiāoshī,disappear; fade away; dissolve
5,销售,xiāoshòu,to sell; to market; sales
5,小麦,xiǎomài,wheat
5,小气,xiǎoqì,stingy; petty
5,孝顺,xiàoshùn,filial piety
5,效率,xiàolǜ,efficiency
5,歇,xiē,to rest; to go to bed; to take a break
5,斜,xié,slanting; tilted
5,写作,xiězuò,writing; composition; written works
5,血,xuè,blood
5,心理,xīnlǐ,psychology; psychological; mental
5,心脏,xīnzàng,heart
5,欣赏,xīnshǎng,appreciate; enjoy; admire
5,信号,xìnhào,signal
5,信任,xìnrèn,to trust; have confidence in
5,行动,xíngdòng,to move; get around; action
5,行人,xíngrén,pedestrian
5,行为,xíngwéi,action; behavior; conduct
5,形成,xíngchéng,take shape; form
5,形容,xíngróng,describe; appearance; look
5,形式,xíngshì,form; shape; situation
5,形势,xíngshì,circumstances; situation; terrain
5,形象,xíngxiàng,image; form; figure
5,形状,xíngzhuàng,form; figure; shape
5,幸亏,xìngkuī,fortunately; luckily
5,幸运,xìngyùn,luck; fortune
5,性质,xìngzhì,nature; characteristic; quality
5,兄弟,xiōngdì,brothers; younger brother; brethren
5,胸,xiōng,chest; bosom; heart
5,休闲,xiūxián,recreation; leisure
5,修改,xiūgǎi,amend; modify; revise
5,虚心,xūxīn,modest; open-minded
5,叙述,xùshù,retell; narrate
5,宣布,xuānbù,announce; declare; proclaim
5,宣传,xuānchuán,propaganda; to propagate; to give publicity to
5,学历,xuélì,educational background; school record
5,学术,xuéshù,learning; science; academic
5,学问,xuéwen,learning; knowledge
5,寻找,xúnzhǎo,seek; look for; quest
5,询问,xúnwèn,inquire about
5,训练,xùnliàn,to train; to drill; to exercise
5,迅速,xùnsù,fast; quick; rapid
5,押金,yājīn,security deposit; down payment
5,牙齿,yáchǐ,tooth
5,延长,yáncháng,extend; prolong; lengthen
5,严肃,yánsù,solemn; serious; earnest
5,演讲,yǎnjiǎng,give a lecture; make a speech
5,宴会,yànhuì,banquet; feast; dinner party
5,阳台,yángtái,balcony
5,痒,yǎng,to itch; itchy
5,样式,yàngshì,type; style; form
5,腰,yāo,waist; lower back; pocket
5,摇,yáo,to shake; to rock
5,咬,yǎo,to bite; to nip
5,要不,yàobù,otherwise; or else; how about
5,业务,yèwù,business; profession
5,业余,yèyú,spare time; amateur
5,夜,yè,night; darkness
5,一辈子,yíbèizi,(for) a lifetime; all one's life
5,一旦,yídàn,in case (something happens); once (sth. has happened ... then); in one day
5,一律,yílǜ,same; uniformly; all
5,一再,yízài,repeatedly; again and again
5,一致,yízhì,unanimous; identical (views or opinions); consistent
5,依然,yīrán,still; as before
5,移动,yídòng,to move
5,移民,yímín,immigrate; emigrate; migrate
5,遗憾,yíhàn,regret; pity; sorry
5,疑问,yíwèn,doubt; question; to query
5,乙,yǐ,two; twist (2nd Heavenly Stem)
5,以及,yǐjí,as well as; too; (formal) and
5,以来,yǐlái,since (a previous event)
5,亿,yì,"one hundred million (100,000,000)"
5,义务,yìwù,duty; obligation; volunteer duty
5,议论,yìlùn,discuss; to comment; talk about
5,意外,yìwài,unexpected; accident; mishap
5,意义,yìyì,meaning; significance
5,因而,yīn'ér,therefore; as a result; thus
5,因素,yīnsù,element; factor
5,银,yín,silver (the element)
5,印刷,yìnshuā,print
5,英俊,yīngjùn,handsome
5,英雄,yīngxióng,hero
5,迎接,yíngjiē,meet; greet; to welcome
5,营养,yíngyǎng,nutrition; nourishment; sustenance
5,营业,yíngyè,do business; to trade
5,影子,yǐngzi,shadow; reflection
5,应付,yìngfu,to cope with; deal with; handle
5,应用,yìngyòng,to apply; to use; application
5,硬,yìng,hard; stiff; obstinately
5,硬件,yìngjiàn,hardware
5,拥抱,yōngbào,embrace; to hug
5,拥挤,yōngjǐ,to crowd; to push; to squeeze
5,勇气,yǒngqì,courage; valor
5,用功,yòng gōng,diligent; industrious; hardworking
5,用途,yòngtú,use; application; purpose
5,优惠,yōuhuì,preferential; favorable
5,优美,yōuměi,graceful; fine; elegant
5,优势,yōushì,advantage; superiority; dominant position
5,悠久,yōujiǔ,established; long; longstanding
5,犹豫,yóuyù,hesitate; hesitant; undecided
5,油炸,yóuzhá,deep fry
5,游览,yóulǎn,go sight-seeing; tour
5,有利,yǒulì,advantageous; beneficial
5,幼儿园,yòu'éryuán,kindergarten; nursery school
5,娱乐,yúlè,entertain; amuse; entertainment
5,与其,yǔqí,rather than; better than
5,语气,yǔqì,tone; manner of speaking; mood
5,玉米,yùmǐ,corn; maize
5,预报,yùbào,to predict; forecast
5,预订,yùdìng,place an order; book ahead; subscribe for
5,预防,yùfáng,prevent; take precautions against
5,元旦,yuándàn,New Year's Day
5,员工,yuángōng,employee; staff; personnel
5,原料,yuánliào,raw material; ingredients
5,原则,yuánzé,principle; doctrine
5,圆,yuán,round; circular; formal unit of Chinese currency
5,愿望,yuànwàng,desire; wish; aspiration
5,乐器,yuèqì,musical instrument
5,晕,yūn,dizzy; to fain
5,运气,yùnqi,luck
5,运输,yùnshū,transport; transportation
5,运用,yùnyòng,to use; apply
5,灾害,zāihài,disaster; calamity
5,再三,zàisān,over and over again; repeatedly
5,在乎,zàihu,care about; be determined by; to mind
5,在于,zàiyú,lie in; be in; rest with
5,赞成,zànchéng,approve; endorse
5,赞美,zànměi,admire; applause; to praise
5,糟糕,zāogāo,terrible; too bad; how terrible
5,造成,zàochéng,to cause; make; bring out
5,则,zé,standard; regulation; however
5,责备,zébèi,to blame; criticize (sb.); accuse
5,摘,zhāi,"to pick (flowers, fruit, etc.); to pluck; to take"
5,窄,zhǎi,narrow; petty; hard-up
5,粘贴,zhāntiē,to paste
5,展开,zhǎn kāi,spread out; unfold; carry out
5,展览,zhǎnlǎn,put on display; to exhibit; exhibition
5,占,zhàn,occupy; seize; to constitute
5,战争,zhànzhēng,war; conflict
5,长辈,zhǎngbèi,an elder; an elder generation
5,涨,"zhǎng, zhàng","to rise (of prices, rivers); to go up; to swell"
5,掌握,zhǎngwò,to grasp; to master; to control
5,账户,zhànghù,bank account
5,招待,zhāodài,receive (guests); entertain; reception
5,着火,zháohuǒ,catch fire; ignite
5,着凉,zháo liáng,catch a cold
5,召开,zhàokāi,convene (a conference or meeting); call together
5,照常,zhàocháng,as usual; normal
5,哲学,zhéxué,philosophy
5,针对,zhēnduì,in connection with; directed towards
5,珍惜,zhēnxī,to treasure; cherish; to value
5,真实,zhēnshí,true; real; authentic
5,诊断,zhěnduàn,diagnosis; diagnose
5,阵,zhèn,short period; disposition of troops; wave
5,振动,zhèndòng,vibrate; vibration
5,争论,zhēnglùn,argue; to dispute; contend
5,争取,zhēngqǔ,fight for; compete for; strive
5,征求,zhēngqiú,solicit; seek; ask for
5,睁,zhēng,to open (eyes)
5,整个,zhěnggè,whole; entire; total
5,整齐,zhěngqí,tidy; neat; in good order
5,整体,zhěngtǐ,whole; entirety
5,正,zhèng,straight; currently; correct
5,证件,zhèngjiàn,paperwork; credentials; papers
5,证据,zhèngjù,evidence; proof; testimony
5,政府,zhèngfǔ,government
5,政治,zhèngzhì,politics
5,挣,"zhèng, zhēng",to earn; to struggle
5,支,zhī,branch; support; put up
5,支票,zhīpiào,(bank) check
5,执照,zhízhào,a license; a permit
5,直,zhí,straight; vertical; frank
5,指导,zhǐdǎo,to guide; give directions
5,指挥,zhǐhuī,to command; to conduct; commander
5,至今,zhì jīn,up to now; so far
5,至于,zhìyú,as for; go so far as to
5,志愿者,zhìyuànzhě,volunteer
5,制定,zhìdìng,formulate; lay down (a plan or policy); to draft
5,制度,zhìdù,system; institution
5,制造,zhìzào,manufacture; make
5,制作,zhìzuò,make; manufacture
5,治疗,zhìliáo,to treat; to cure; medical treatment
5,秩序,zhìxù,order; sequence
5,智慧,zhìhuì,wisdom; knowledge
5,中介,zhōngjiè,agent; act as an intermediary
5,中心,zhōngxīn,center; heart; core
5,中旬,zhōngxún,middle third of a month
5,种类,zhǒnglèi,kind; category; class
5,重大,zhòngdà,great; important; major
5,重量,zhòngliàng,weight
5,周到,zhōudào,thoughtful; considerate; thorough
5,猪,zhū,pig
5,竹子,zhúzi,bamboo
5,逐步,zhúbù,step by step; gradually
5,逐渐,zhújiàn,gradually; by degrees
5,主持,zhǔchí,preside over; manage; to direct
5,主动,zhǔdòng,to take initiative; voluntary
5,主观,zhǔguān,subjective
5,主人,zhǔrén,master; host; owner
5,主任,zhǔrèn,director; head; chief
5,主题,zhǔtí,theme; subject; topic
5,主席,zhǔxí,chairperson; president
5,主张,zhǔzhāng,to advocate; viewpoint; position
5,煮,zhǔ,to boil; to cook
5,注册,zhùcè,register; registration; enroll
5,祝福,zhùfú,blessings; wish well
5,抓,zhuā,to carry in your hand holding strongly; catch; arrest
5,抓紧,zhuā jǐn,to grasp firmly; to pay close or special attention to; to rush in
5,专家,zhuānjiā,expert; specialist
5,专心,zhuānxīn,be absorbed; concentrate; attentive
5,转变,zhuǎnbiàn,to change; to transform
5,转告,zhuǎngào,pass on; to communicate; to transmit
5,装,zhuāng,to load; dress up; pretend
5,装饰,zhuāngshì,decorate
5,装修,zhuāngxiū,renovate; to fit up
5,状况,zhuàngkuàng,condition; state; situation
5,状态,zhuàngtài,state of affairs; condition; state
5,撞,zhuàng,to hit; collide; run into
5,追,zhuī,pursue; chase
5,追求,zhuīqiú,pursue; seek
5,咨询,zīxún,request information; consultant; advisory
5,姿势,zīshì,posture; position; pose
5,资格,zīgé,qualifications; seniority
5,资金,zījīn,funds; funding
5,资料,zīliào,data; material; resources
5,资源,zīyuán,natural resource; resource
5,紫,zǐ,purple
5,自从,zìcóng,since; ever since
5,自动,zìdòng,automatic
5,自豪,zìháo,(feel a sense of) pride
5,自觉,zìjué,conscious; be aware of; self-motivated
5,自私,zìsī,selfish
5,自由,zìyóu,freedom; free; liberty
5,自愿,zìyuàn,voluntary
5,字母,zìmǔ,letter (of the alphabet)
5,字幕,zìmù,subtitles; captions
5,综合,zōnghé,synthesized; composite; summarize
5,总裁,zǒngcái,director-general; president
5,总共,zǒnggòng,altogether; in sum; in all
5,总理,zǒnglǐ,premier; prime minister
5,总算,zǒngsuàn,at long last; finally; on the whole
5,总统,zǒngtǒng,president (of a country)
5,总之,zǒngzhī,in a word; in short; in brief / anyway
5,阻止,zǔzhǐ,prevent; to block
5,组,zǔ,compose; team up; group
5,组成,zǔchéng,to form; part; element
5,组合,zǔhé,assemble; combination
5,组织,zǔzhī,organize; organization
5,最初,zuìchū,first; primary; initial
5,醉,zuì,intoxicated; become drunk
5,尊敬,zūnjìng,respect; revere
5,遵守,zūnshǒu,observe; abide by; comply with
5,作品,zuòpǐn,works (of literature and art)
5,作为,zuòwéi,regard as; act as; action
5,作文,zuò wén,write an essay; essay
