hsk_level,hanzi,pinyin,meaning
3,会议,huìyì,meeting; conference
3,或者,huòzhě,or; possible; maybe
3,几乎,jīhū,almost
3,机会,jīhuì,opportunity; chance; occasion
3,极,jí,an extreme; pole; very
3,记得,jìde,remember
3,季节,jìjié,season; time; period
3,检查,jiǎnchá,to check; examine; inspect
3,简单,jiǎndān,simple; not complicated
3,见面,jiànmiàn,meet/see somebody; meeting
3,健康,jiànkāng,health; healthy
3,讲,jiǎng,to talk; to lecture; to explain
3,教,"jiāo, jiào",teach; instruct; religion
3,角,"jiǎo, jué",horn; angle; unit of money (1/10 yuan)
3,脚,jiǎo,foot (body part)
3,接,jiē,connect; to meet; to pick up (somebody)
3,街道,jiēdào,street
3,节目,jiémù,program; item (on a program)
3,节日,jiérì,holiday; festival
3,结婚,jiéhūn,get married
3,结束,jiéshù,to end; to finish; conclude
3,解决,jiějué,settle (a dispute); resolve; solve
3,借,jiè,lend; borrow; excuse
3,经常,jīngcháng,often; frequently; daily
3,经过,jīngguò,to pass; go through; as a result of
3,经理,jīnglǐ,manager; director
3,久,jiǔ,long (time)
3,旧,jiù,old; past; used
3,句子,jùzi,sentence
3,决定,juédìng,decide; resolve
3,可爱,kě'ài,cute; lovely
3,渴,kě,thirsty
3,刻,kè,quarter (hour); (mw for short time intervals); carve
3,客人,kèrén,guest; customer
3,空调,kōngtiáo,air conditioning
3,口,kǒu,mouth
3,哭,kū,cry; weep
3,裤子,kùzi,pants; trousers
3,筷子,kuàizi,chopsticks
3,蓝,lán,blue
3,老,lǎo,old; aged; tough
3,离开,líkāi,leave; depart
3,礼物,lǐwù,gift; present
3,历史,lìshǐ,history
3,脸,liǎn,face
3,练习,liànxí,practice; exercise
3,辆,liàng,(mw for vehicles)
3,聊天,liáotiān,to chat
3,了解,liǎojiě,comprehend; understand; know
3,邻居,línjū,neighbor
3,留学,liúxué,study abroad
3,楼,lóu,story; floor; (multi-story) building
3,绿,lǜ,green
3,马,mǎ,horse
3,马上,mǎshàng,at once; immediately; right away
3,满意,mǎnyì,satisfied; pleased
3,帽子,màozi,hat; cap
3,米,mǐ,rice; meter
3,面包,miànbāo,bread
3,明白,míngbai,clear; obvious; understand
3,拿,ná,carry in your hand; seize; to catch
3,奶奶,nǎinai,grandma; (informal) paternal grandmother
3,南,nán,South
3,难,nán,difficult
3,难过,nánguò,be grieved; be sad; have a hard time
3,年级,niánjí,grade; year (in school)
3,年轻,niánqīng,young
3,鸟,niǎo,bird
3,努力,nǔlì,to work hard; to strive
3,爬山,páshān,mountain climbing
3,盘子,pánzi,plate; dish; tray
3,胖,pàng,fat; plump
3,皮鞋,píxié,leather shoes
3,啤酒,píjiǔ,beer
3,瓶子,píngzi,bottle
3,其实,qíshí,actually; in fact
3,其他,qítā,other; else
3,奇怪,qíguài,strange; odd
3,骑,qí,to ride (an animal or bike); to sit astride
3,起飞,qǐfēi,take off (in an airplane); liftoff
3,起来,qǐlai,(beginning or continuing an action); to rise; get up (from bed)
3,清楚,qīngchu,clear; distinct; be clear about
3,请假,qǐngjià,to ask for time off
3,秋,qiū,autumn; fall; harvest time
3,裙子,qúnzi,skirt
3,然后,ránhòu,then; afterwards
3,热情,rèqíng,cordial; warm; enthusiastic
3,认为,rènwéi,believe; think that
3,认真,rènzhēn,serious; earnest; take seriously
3,容易,róngyì,easy; likely; liable (to)
3,如果,rúguǒ,if; in the event that
3,伞,sǎn,umbrella; parasol
3,上网,shàngwǎng,to surf the web; to go online
3,生气,shēngqì,angry; mad
3,声音,shēngyīn,sound; voice
3,世界,shìjiè,world
3,试,shì,to try; to test; examination
3,瘦,shòu,thin; tight; lean
3,叔叔,shūshu,(informal) father's younger brother; uncle
3,舒服,shūfu,comfortable; feeling well
3,树,shù,tree
3,数学,shùxué,mathematics
3,刷牙,shuāyá,brush one's teeth
3,双,shuāng,two; double; (mw for pairs)
3,水平,shuǐpíng,level; standard; horizontal
3,司机,sījī,driver; chauffeur
3,太阳,tàiyáng,the sun
3,特别,tèbié,special; especially; particular
3,疼,téng,ache; sore; (it) hurts
3,提高,tígāo,to raise; heighten; improve
3,体育,tǐyù,physical training; sports
3,甜,tián,sweet
3,条,tiáo,strip; (mw for long thin objects); item
3,同事,tóngshì,colleague; co-worker
3,同意,tóngyì,agree; to consent; approve
3,头发,tóufa,hair (on the head)
3,突然,tūrán,sudden; abrupt
3,图书馆,túshūguǎn,library
3,腿,tuǐ,leg
3,完成,wánchéng,to complete; accomplish; to fulfill
3,碗,wǎn,bowl; cup
3,万,wàn,ten thousand
3,忘记,wàngjì,forget
3,为,wèi,for; because of; to
3,为了,wèile,in order to; for the sake of; for the purpose of
3,位,wèi,position; location; (polite mw for people)
3,文化,wénhuà,culture; civilization
3,西,xī,West
3,习惯,xíguàn,habit; be accustomed to; usual practice
3,洗手间,xǐshǒujiān,toilet; lavatory; washroom
3,洗澡,xǐzǎo,bathe; take a bath or shower; bath or shower
3,夏,xià,summer
3,先,xiān,first; early; before
3,相信,xiāngxìn,believe (sb.); be convinced of
3,香蕉,xiāngjiāo,banana
3,向,xiàng,direction; towards; to turn
3,像,xiàng,be like; resemble; appearance
3,小心,xiǎoxīn,be careful
3,校长,xiàozhǎng,"principal (of school, college or university); president; headmaster"
3,新闻,xīnwén,news
3,新鲜,xīnxiān,"fresh (experience, food, etc.); new; novel"
3,信用卡,xìnyòngkǎ,credit card
3,行李箱,xínglǐxiāng,trunk; suitcase
3,熊猫,xióngmāo,panda
3,需要,xūyào,to need; to want; to demand
3,选择,xuǎnzé,select; to pick; choose
3,要求,yāoqiú,to request; to demand; requirement
3,爷爷,yéye,(informal) father's father; paternal grandfather
3,一般,yìbān,general; ordinary; common
3,一边,yìbiān,one side; on the one hand; at the same time
3,一定,yídìng,surely; certainly; necessarily
3,一共,yígòng,altogether; in total
3,一会儿,yíhuìr,a while; a moment
3,一样,yíyàng,the same; alike; equal to
3,一直,yìzhí,always; all along; straight (in a straight line)
3,以前,yǐqián,before; formerly; previous
3,音乐,yīnyuè,music
3,银行,yínháng,bank
3,饮料,yǐnliào,beverage; drink
3,应该,yīnggāi,should; ought to; must
3,影响,yǐngxiǎng,influence; affect; effect
3,用,yòng,to use
3,游戏,yóuxì,game; play; recreation
3,有名,yǒumíng,famous; well-known
3,又,yòu,(once) again; also; both
3,遇到,yùdào,to meet; run into; come across
3,元,yuán,Chinese monetary unit; dollar; first
3,愿意,yuànyì,be willing; want to; be ready
3,月亮,yuèliang,the moon
3,越,yuè,even more; the more; exceed
3,站,zhàn,stand; a station; be on one's feet
3,张,zhāng,(mw for flat objects); to spread out; (common surname)
3,长,"cháng, zhǎng",long; length; grow
3,着急,zháojí,to worry; feel anxious
3,照顾,zhàogu,take care of; look after; give consideration
3,照片,zhàopiàn,picture; photograph
3,照相机,zhàoxiàngjī,camera
3,只,"zhī, zhǐ",but; only; merely
3,只有,zhǐyǒu,only
3,才,cái,ability; talent; just now
3,中间,zhōngjiān,center; middle; between
3,中文,Zhōngwén,Chinese (language)
3,终于,zhōngyú,at last; in the end; finally
3,种,zhǒng,type; breed; race
3,重要,zhòngyào,important; significant; major
3,周末,zhōumò,weekend
3,主要,zhǔyào,main; principal; major
3,注意,zhùyì,pay attention to; take notice of; be careful
3,自己,zìjǐ,oneself; self
3,自行车,zìxíngchē,bike; bicycle
3,总是,zǒngshì,always; eventually
3,嘴,zuǐ,mouth
3,最后,zuìhòu,last; final; ultimately
3,最近,zuìjìn,recently; lately; these days
3,作业,zuòyè,school assignment; homework; task
