hsk_level,hanzi,pinyin,meaning
6,漫长,màncháng,very long; endless
6,漫画,mànhuà,comics; manga
6,慢性,mànxìng,slow and patient; chronic (disease)
6,忙碌,mánglù,be busy; bustling
6,盲目,mángmù,blindness; aimless
6,茫茫,mángmáng,boundless; vast and obscure
6,茫然,mángrán,unseeing; ignorant; have no knowledge of sth
6,茂盛,màoshèng,exuberance; luxuriant
6,冒充,màochōng,pretend to be (somebody or something else); pass (somebody or something) off as; impersonate
6,冒犯,màofàn,to offend
6,枚,méi,"(mw for coins, rings, medals)"
6,媒介,méijiè,media; medium
6,美观,měiguān,pleasing to the eye; beautiful; artistic
6,美满,měimǎn,happy; blissful
6,美妙,měimiào,beautiful (when describing a work of art); wonderful; splendid
6,萌芽,méngyá,sprout; bud; germ of a plant
6,猛烈,měngliè,fierce; violent
6,眯,mī,to squint; to take a nap
6,弥补,míbǔ,make up for a deficiency; remedy; offset
6,弥漫,mímàn,fill the air; permeate; to suffuse
6,迷惑,míhuò,to puzzle; confuse; mystify
6,迷人,mírén,charming; enchanting; cute
6,迷信,míxìn,superstition; be superstitious
6,谜语,míyǔ,riddle; conundrum
6,密度,mìdù,density; thickness; consistency
6,密封,mìfēng,seal up; pressurize
6,棉花,miánhua,cotton
6,免得,miǎnde,so as not to; so as to avoid
6,免疫,miǎnyì,immune
6,勉励,miǎnlì,encourage
6,勉强,miǎnqiǎng,reluctantly; grudgingly; force sb. to do sth
6,面貌,miànmào,appearance; looks; features
6,面子,miànzi,honor; reputation; prestige
6,描绘,miáohuì,describe; portray
6,瞄准,miáozhǔn,take aim (a weapon at a target)
6,渺小,miǎoxiǎo,tiny; minute; negligible
6,藐视,miǎoshì,treat with contempt
6,灭亡,mièwáng,be destroyed; perish; exterminate
6,蔑视,mièshì,despise; loathe; disparage
6,民间,mínjiān,among the people; popular; folk
6,民主,mínzhǔ,democracy
6,敏捷,mǐnjié,nimble; agile; shrewd
6,敏锐,mǐnruì,keen; sharp; acute
6,名次,míngcì,position in a ranking of names
6,名额,míng'é,particular number of people; quota
6,名副其实,míng fù qí shí,not just in name only; but also in reality
6,名誉,míngyù,fame; reputation; honor
6,明明,míngmíng,obviously; plainly; undoubtedly
6,明智,míngzhì,wise
6,命名,mìngmíng,give a name; to dub; christen
6,摸索,mōsuǒ,feel about; grope around; fumble
6,模范,mófàn,model; exemplar
6,模式,móshì,model; pattern; method
6,模型,móxíng,model; mould; matrix
6,膜,mó,membrane; film
6,摩擦,mócā,friction; clash (between two parties); conflict
6,磨合,móhé,adapt gradually to each other; to consult; break in
6,魔鬼,móguǐ,devil; demon; monster
6,魔术,móshù,magic
6,抹杀,mǒshā,write off; erase; remove from evidence
6,莫名其妙,mòmíngqímiào,odd; baffling; unaccountable
6,墨水儿,mòshuǐer,ink
6,默默,mòmò,in silence; not speaking
6,谋求,móuqiú,seek; strive for; try to get
6,模样,múyàng,appearance; form; approximation
6,母语,mǔyǔ,native/mother tongue
6,目睹,mùdǔ,witness; see first hand
6,目光,mùguāng,sight; vision; view
6,沐浴,mùyù,take a bath; revel; immerse
6,拿手,náshǒu,good at; adept
6,纳闷儿,nà mènr,feel puzzled; bewildered
6,耐用,nàiyòng,durable
6,南辕北辙,nányuánběizhé,at odds with; act in a way that defeats one's purpose
6,难得,nándé,hard to come by; difficult to get; rare
6,难堪,nánkān,hard to take; endure; embarrassed
6,难能可贵,nánnéngkěguì,estimable; extremely good
6,恼火,nǎohuǒ,get angry; irritated; annoy
6,内涵,nèihán,connotation
6,内幕,nèimù,inside story; non-public information; behind the scenes
6,内在,nèizài,intrinsic; innate
6,能量,néngliàng,energy; capabilities
6,拟定,nǐdìng,make an initial draft; draw up
6,逆行,nìxíng,go/drive against the traffic; go in the wrong direction; regress
6,年度,niándù,"year (e.g. school year, fiscal year, etc.); annual"
6,捏,niē,to pinch (with one's fingers); knead
6,凝固,nínggù,curdle; freeze; solidify
6,凝聚,níngjù,agglomeration; agglomerate; cohesion
6,凝视,níngshì,gaze; stare
6,拧,níng,wring; to pinch
6,宁肯,nìngkěn,would rather; it would be better
6,宁愿,nìngyuàn,would rather; better
6,扭转,niǔzhuǎn,to reverse; turn around (an undesirable situation)
6,纽扣儿,niǔkòur,button
6,农历,nónglì,agricultural calendar; lunar calendar
6,浓厚,nónghòu,"dense; thick (fog, clouds, etc.)"
6,奴隶,núlì,slave
6,虐待,nüèdài,to abuse; maltreat; tyrannize
6,挪,nuó,shift; move
6,哦,ò,oh (indicates understanding)
6,殴打,ōudǎ,beat up; hit
6,呕吐,ǒutù,to vomit; retch; nausea
6,偶像,ǒuxiàng,Idol
6,趴,pā,lie on one's stomach
6,排斥,páichì,to reject; repulse; exclude
6,排除,páichú,eliminate; get rid of; remove
6,排放,páifàng,to discharge; emit
6,排练,páiliàn,to rehearse
6,徘徊,páihuái,pace back and forth; hesitate; waver
6,派别,pàibié,denomination; group; school
6,派遣,pàiqiǎn,send (on a mission); dispatch
6,攀登,pāndēng,to climb; clamber; to pull oneself up
6,盘旋,pánxuán,spiral; coil; circle
6,判决,pànjué,judgment (by a court of law); adjudicate
6,畔,pàn,riverbank; side; boundary
6,庞大,pángdà,enormous; huge; tremendous
6,抛弃,pāoqì,discard; abandon; dump (sb)
6,泡沫,pàomò,foam; (soap bubble); (economic) bubble
6,培育,péiyù,to train; nurture; to breed
6,配备,pèibèi,provide; outfit with
6,配偶,pèi'ǒu,mate; consort; spouse
6,配套,pèi tào,form a complete set
6,盆地,péndì,basin
6,烹饪,pēngrèn,cooking; culinary arts
6,捧,pěng,hold or carry with both hands facing up
6,批发,pīfā,wholesale
6,批判,pīpàn,criticize; critique
6,劈,pī,split in two; to divide
6,皮革,pígé,leather
6,疲惫,píbèi,beaten; exhausted; tired
6,疲倦,píjuàn,tired; weary
6,屁股,pìgu,butt; rear; rump
6,譬如,pìrú,for example; for instance; such as
6,偏差,piānchā,bias; deviation
6,偏见,piānjiàn,prejudice
6,偏僻,piānpì,remote and isolated; far from the city
6,偏偏,piānpiān,unexpectedly; contrary to expectations
6,片断,piànduàn,part; passage; extract
6,片刻,piànkè,a short period of time
6,漂浮,piāofú,superficial; float; hover
6,飘扬,piāoyáng,wave in the wind; flutter; fly
6,撇,piě,left-curving stroke (丿); throw; fling
6,拼搏,pīnbó,struggle; wrestle
6,拼命,pīn mìng,risk one's life; desperately; with all one's might
6,贫乏,pínfá,lacking; incomplete
6,贫困,pínkùn,poor; impoverished
6,频繁,pínfán,frequently; often
6,频率,pínlǜ,frequency
6,品尝,pǐncháng,try; taste a small amount; to sample
6,品德,pǐndé,moral character; morality; morals
6,品质,pǐnzhì,quality; character
6,品种,pǐnzhǒng,breed; variety
6,平凡,píngfán,commonplace; ordinary
6,平面,píngmiàn,a plane (i.e. flat surface); type; category
6,平坦,píngtǎn,flat
6,平行,píngxíng,parallel; concurrent
6,平庸,píngyōng,mediocre
6,平原,píngyuán,field; plain; flatlands
6,评估,pínggū,evaluate
6,评论,pínglùn,comment on; discuss; remark
6,屏幕,píngmù,"screen (TV, etc.)"
6,屏障,píngzhàng,wall; barrier; protective screen
6,坡,pō,slope
6,泼,pō,to splash; to spill; rude and unreasonable
6,颇,pō,rather; quite; inclined to one side
6,迫不及待,pòbùjídài,be too impatient to wait
6,迫害,pòhài,persecute; persecution
6,破例,pòlì,make an exception
6,魄力,pòlì,daring resolution; boldness; courage
6,扑,pū,to assault; rush at; throw oneself on
6,铺,"pù, pū",bed; store; to spread
6,朴实,pǔshí,plain; sober; down-to-earth
6,朴素,pǔsù,plain; simple; austerity
6,普及,pǔjí,widespread; popular; popularize
6,瀑布,pùbù,waterfall
6,凄凉,qīliáng,desolate; feel like no one likes you
6,期望,qīwàng,hope; expectation
6,期限,qīxiàn,time limit; deadline; allotted time
6,欺负,qīfu,to bully; intimidate
6,欺骗,qīpiàn,deceive; to cheat; to dupe
6,齐全,qíquán,complete
6,齐心协力,qíxīnxiélì,make concerted efforts
6,奇妙,qímiào,wonderful; fantastic
6,歧视,qíshì,discriminate (against someone)
6,旗袍,qípáo,cheongsam; Chinese-style dress
6,旗帜,qízhì,flag; banner
6,乞丐,qǐgài,beggar
6,岂有此理,qǐ yǒu cǐ lǐ,outrageous; ridiculous; absurd
6,企图,qǐtú,(to ) attempt; try; attempt
6,启程,qǐchéng,set out on a journey
6,启蒙,qǐméng,enlighten; enlightenment； instruct the young; to initiate
6,启示,qǐshì,enlightenment; revelation
6,启事,qǐshì,announcement; public information (usually posted on a billboard)
6,起草,qǐ cǎo,draft (a bill); draw up (plans)
6,起初,qǐchū,at first; originally; in the beginning
6,起伏,qǐfú,ups and downs; with a wavy motion
6,起哄,qǐ hòng,gather together; cause a commotion
6,起码,qǐmǎ,at the minimum; at the very least
6,起源,qǐyuán,origin; originate; come from
6,气概,qìgài,mettle; spirit; gumption
6,气功,qìgōng,"Qi Gong, a system of deep breathing exercises"
6,气魄,qìpò,spirit; daring; nerve
6,气色,qìsè,complexion
6,气势,qìshì,imposing manner; look of great force or imposing manner
6,气味,qìwèi,odor; scent
6,气象,qìxiàng,meteorology; atmosphere; phenomenon
6,气压,qìyā,atmospheric pressure; barometric pressure
6,气质,qìzhì,temperament; disposition
6,迄今为止,qìjīnwéizhǐ,until now; so far; to date
6,器材,qìcái,equipment; material
6,器官,qìguān,organ; apparatus
6,掐,qiā,pick (flowers); pinch; clutch
6,洽谈,qiàtán,discuss; talk over
6,恰当,qiàdàng,appropriate; suitable; proper
6,恰到好处,qià dào hǎo chù,just right; it's just perfect
6,恰巧,qiàqiǎo,happen by chance; coincidence
6,千方百计,qiān fāng bǎi jì,by every possible means
6,迁就,qiānjiù,humor; yield; adapt to
6,迁徙,qiānxǐ,migrate; move; change one's residence
6,牵,qiān,to lead along; to pull (an animal on a tether)
6,牵扯,qiānchě,implicate; involve
6,牵制,qiānzhì,control; curb; restrict
6,谦逊,qiānxùn,humble; modest; humility
6,签署,qiānshǔ,sign (an agreement)
6,前景,qiánjǐng,outlook; future (prospects); foreground
6,前提,qiántí,premise; precondition
6,潜力,qiánlì,potential; capacity
6,潜水,qiánshuǐ,go diving
6,潜移默化,qiányímòhuà,"exert a subtle influence on sb.'s character, thinking, etc; impercebtibly influence; to influence secretly"
6,谴责,qiǎnzé,denounce; condemn; criticize
6,强制,qiángzhì,enforce; control; coerce
6,抢劫,qiǎngjié,rob; looting
6,抢救,qiǎngjiù,rescue; to save
6,强迫,qiǎngpò,compel; to force
6,桥梁,qiáoliáng,bridge
6,窍门,qiàomén,special tricks
6,翘,qiào,stick up; bend upwards
6,切实,qièshí,realistic; feasible; conscientiously
6,锲而不舍,qiè'érbùshě,keep on chipping away; work with perseverance
6,钦佩,qīnpèi,admire; have great respect for
6,侵犯,qīnfàn,encroach on; infringe on; violation
6,侵略,qīnlüè,invasion; encroachment; invade
6,亲密,qīnmì,intimate; close; familiarity
6,亲热,qīnrè,intimate; affectionate; warm
6,勤俭,qínjiǎn,hardworking and thrifty
6,勤劳,qínláo,hardworking; diligent; industrious
6,倾听,qīngtīng,listen attentively; heed (other people's opinions)
6,倾向,qīngxiàng,trend; tendency; inclination
6,倾斜,qīngxié,incline; lean; to slant
6,清澈,qīngchè,clear; limpid
6,清晨,qīngchén,early morning
6,清除,qīngchú,eliminate; get rid of
6,清洁,qīngjié,clean; unpolluted; purity
6,清理,qīnglǐ,cleanup; put in order; check up
6,清晰,qīngxī,clear; distinct; clarity
6,清醒,qīngxǐng,clear-headed; sober; regain consciousness
6,清真,qīngzhēn,Muslim
6,情报,qíngbào,intelligence; information-gathering
6,情节,qíngjié,plot; circumstances
6,情理,qínglǐ,reason; sense
6,情形,qíngxing,circumstances; situation
6,晴朗,qínglǎng,sunny and cloudless
6,请柬,qǐngjiǎn,invitation card; written invitation
6,请教,qǐngjiào,consult; seek advice
6,请示,qǐngshì,ask for instructions
6,请帖,qǐngtiě,invitation card; written invitation
6,丘陵,qiūlíng,hills
6,区分,qūfēn,differentiate; find differing aspects; find the difference between
6,区域,qūyù,area; region; district
6,曲折,qūzhé,winding; zigzag; complicated
6,驱逐,qūzhú,banishment; expel; deport
6,屈服,qūfú,yield; give in; submit
6,渠道,qúdào,irrigation ditch; medium or channel of communication
6,曲子,qǔzi,folk tune; music; melody
6,取缔,qǔdì,to ban; suppress
6,趣味,qùwèi,fun; interest; delight
6,圈套,quāntào,trap
6,权衡,quánhéng,trade-off; weigh pros and cons
6,权威,quánwēi,authority; authoritative
6,全局,quánjú,overall situation
6,全力以赴,quán lì yǐ fù,do at all costs; make an all-out effort
6,拳头,quántou,fist
6,犬,quǎn,dog
6,缺口,quēkǒu,gap; breach; shortfall
6,缺席,quē xí,absence; absent; default
6,缺陷,quēxiàn,a defect; a flaw; disfigurement
6,瘸,qué,lame
6,确保,quèbǎo,ensure; guarantee
6,确立,quèlì,to establish; to institute
6,确切,quèqiè,definite; exact; precise
6,确信,quèxìn,confident; be certain of; to firmly believe
6,群众,qúnzhòng,the masses; multitude
6,染,rǎn,dye; to catch (a disease)
6,嚷,rǎng,blurt out; shout
6,让步,ràng bù,give in; concede; yield
6,饶恕,ráoshù,forgive; pardon; spare
6,扰乱,rǎoluàn,disturb; perturb; harass
6,惹祸,rěhuò,stir up troubles
6,热泪盈眶,rè lèi yíng kuàng,(saying) eyes brimming with tears; extremely moved
6,热门,rèmén,in demand; popular; in vogue
6,人道,réndào,humanitarianism; humane
6,人格,réngé,personality; moral integrity; character
6,人工,réngōng,man-made; manpower; manual work
6,人家,rénjiā,other people; others; they
6,人间,rénjiān,man's world; the world
6,人士,rénshì,person; public figure
6,人为,rénwéi,artificial; man-made
6,人性,rénxìng,human nature; humanity
6,人质,rénzhì,hostage
6,仁慈,réncí,benevolent; kindhearted; charitable
6,忍耐,rěnnài,show restraint; endure; exercise patience
6,忍受,rěnshòu,to bear; endure; tolerate
6,认定,rèndìng,maintain (that sth. is true); firmly believe
6,认可,rènkě,approve; accept; ratify
6,任命,rènmìng,appoint and nominate
6,任性,rènxìng,willful; headstrong
6,任意,rènyì,arbitrarily; at will; at random
6,任重道远,rènzhòngdàoyuǎn,lit. a heavy load and a long road; fig. to bear heavy responsibilities through a long struggle; shoulder heavy responsibilities
6,仍旧,réngjiù,still (remaining); remain (the same); yet
6,日新月异,rìxīnyuèyì,change with each passing day
6,日益,rìyì,day by day; more and more; increasingly
6,荣幸,róngxìng,honored
6,荣誉,róngyù,honor; glory
6,容貌,róngmào,facial features; looks; appearance
6,容纳,róngnà,contain; accommodate; tolerate (different options)
6,容器,róngqì,container; receptacle; vessel
6,容忍,róngrěn,put up with; tolerate; condone
6,溶解,róngjiě,dissolve; solution
6,融化,rónghuà,melt; thaw; dissolve
6,融洽,róngqià,harmonious; friendly relations
6,柔和,róuhé,gentle; soft; mild
6,揉,róu,knead; to massage; to rub
6,儒家,rújiā,Confucianism
6,若干,ruògān,a certain number or amount; how many; how much
6,弱点,ruòdiǎn,weak point; failing
6,撒谎,sā huǎng,to tell lies
6,散文,sǎnwén,prose; essay
6,散布,sànbù,to scatter; disseminate; to spread
6,散发,sànfā,distribute; emit
6,丧失,sàngshī,to lose; to forfeit
6,骚扰,sāorǎo,harass; disturb; molest
6,嫂子,sǎozi,(informal) elder brother's wife; sister-in-law
6,刹车,shā chē,brake (when driving); stop; switch off
6,啥,shá,(spoken) what
6,筛选,shāixuǎn,to filter; to sift
6,山脉,shānmài,mountain range
6,闪烁,shǎnshuò,to twinkle; to flicker; glimmer
6,擅长,shàncháng,be good at; be expert in
6,擅自,shànzì,unauthorized
6,伤脑筋,shāng nǎojīn,troublesome; bothersome
6,商标,shāngbiāo,trademark; logo
6,上级,shàngjí,higher authorities; superiors
6,上进,shàngjìn,make forward progress; do better
6,上任,shàng rèn,take office
6,上瘾,shàngyǐn,become addicted; get into a habit
6,上游,shàngyóu,upper reaches (of a river); advanced position
6,尚且,shàngqiě,yet; still; even
6,捎,shāo,bring or take (along); deliver (a message)
6,梢,shāo,tip of a branch
6,哨,shào,a whistle; sentry post
6,奢侈,shēchǐ,luxury; sumptuous; extravagant
6,舌头,shétou,tongue
6,设立,shèlì,set up; establish
6,设想,shèxiǎng,imagine; consider; tentative plan
6,设置,shèzhì,set up; install; to fit
6,社区,shèqū,community
6,涉及,shèjí,involve; relate to; to touch upon (a topic)
6,摄氏度,shèshìdù,degrees Celsius
6,申报,shēnbào,declare; report (to customs or other authority)
6,呻吟,shēnyín,to moan; to groan
6,绅士,shēnshì,gentleman
6,深奥,shēn'ào,profound; deep
6,深沉,shēnchén,deep; extreme; low pitched (sound)
6,深情厚谊,shēnqínghòuyì,profound friendship
6,神经,shénjīng,nerve
6,神奇,shénqí,miraculous; magical; mystical
6,神气,shénqì,expression; manner; spirited
6,神圣,shénshèng,divine; holy; sacred
6,神态,shéntài,appearance; looks; manner
6,神仙,shénxiān,fig. lighthearted person; Daoist immortal; supernatural entity
6,审查,shěnchá,examine; investigate; censorship
6,审理,shěnlǐ,hear (a case)
6,审美,shěnměi,aesthetic sense; appreciation of the arts
6,审判,shěnpàn,put (someone) to trial; to try somebody
6,渗透,shèntòu,infiltrate; permeate
6,慎重,shènzhòng,cautious; careful; prudent
6,生存,shēngcún,exist; survive
6,生机,shēngjī,reprieve from death; life force; vitality
6,生理,shēnglǐ,physiology
6,生疏,shēngshū,unfamiliar; strange; out of practice
6,生态,shēngtài,way of life; ecology
6,生物,shēngwù,organism; living creature; life form
6,生肖,shēngxiào,Chinese zodiac
6,生效,shēng xiào,take effect; become effective
6,生锈,shēngxiù,to rust
6,生育,shēngyù,give birth; to rear; bring up (children)
6,声明,shēngmíng,statement; declare; proclaim
6,声势,shēngshì,momentum; fame and power; prestige
6,声誉,shēngyù,reputation; fame
6,牲畜,shēngchù,livestock; domesticated animals
6,省会,shěnghuì,provincial capital
6,胜负,shèngfù,victory or defeat; the outcome of a battle
6,盛产,shèngchǎn,abound in; teem with; superabundant
6,盛开,shèngkāi,to bloom; be in full flower
6,盛情,shèngqíng,great kindness; boundless hospitality
6,盛行,shèngxíng,in fashion; prevalent; prevail
6,尸体,shītǐ,dead body; corpse; carcass
6,失事,shī shì,be involved in a crash; (have an) accident
6,失误,shīwù,mistake; lapse; miss
6,失踪,shī zōng,be missing; be unaccounted for
6,师范,shīfàn,teacher-training; pedagogical; normal (school)
6,施加,shījiā,exert (effort or pressure)
6,施展,shīzhǎn,use fully; put to good use
6,十足,shízú,full of; complete; 100 percent
6,石油,shíyóu,oil; petroleum
6,时常,shícháng,time and again; often; frequently
6,时而,shí'ér,"occasionally; often, but not at any fixed time"
6,时光,shíguāng,time; era; period of time
6,时机,shíjī,opportune time; opportunity
6,时事,shíshì,current events; the present situation
6,识别,shíbié,identify; distinguish; discern
6,实惠,shíhuì,substantial material benefit; advantageous (deal)
6,实力,shílì,strength
6,实施,shíshī,to implement; put into effect; carry out
6,实事求是,shí shì qiú shì,be practical and realistic; seek truth from facts
6,实行,shíxíng,to implement; put into practice; carry out
6,实质,shízhì,substance; essence; gist
6,拾,shí,pick up; ten (banker's anti-fraud numeral)
6,使命,shǐmìng,a (diplomatic or other) mission
6,示范,shìfàn,demonstrate; lead the way; show how something is done
6,示威,shìwēi,hold a protest demonstration
6,示意,shìyì,to signal; to hint; to gesture
6,世代,shìdài,for generations; generation to generation
6,势必,shìbì,is bound to (happen)
6,势力,shìli,power; influence
6,事故,shìgù,accident
6,事迹,shìjì,achievement; deed
6,事件,shìjiàn,event; happening; incident
6,事态,shìtài,situation; existing state of affairs
6,事务,shìwù,affairs; work
6,事项,shìxiàng,matter; item
6,事业,shìyè,undertaking; project; cause
6,试图,shìtú,to try; to attempt
6,试验,shìyàn,experiment; test
6,视力,shìlì,vision; eyesight
6,视频,shìpín,video
6,视线,shìxiàn,line of sight; view line
6,视野,shìyě,field of vision
6,是非,shìfēi,right and wrong; truth and fiction; quarrel
6,适宜,shìyí,suitable for; appropriate for
6,逝世,shìshì,pass away; to die
6,释放,shìfàng,release; set free; liberate (a prisoner)
6,收藏,shōucáng,collect; keep
6,收缩,shōusuō,pull back; shrink
6,收益,shōuyì,earnings; profit
6,收音机,shōuyīnjī,radio
6,手法,shǒufǎ,technique; trick; skill
6,手势,shǒushì,gesture; sign; signal
6,手艺,shǒuyì,craft; workmanship; one's cooking
6,守护,shǒuhù,guard; defend; protect
6,首饰,shǒushì,jewelry
6,首要,shǒuyào,the most important; chief; principal
6,受罪,shòuzuì,endure hardships; have a hard time
6,授予,shòuyǔ,to award; confer
6,书法,shūfǎ,calligraphy; penmanship
6,书籍,shūjí,books; works
6,书记,shūji,secretary; clerk
6,书面,shūmiàn,"in writing; written (guarantee, etc.)"
6,舒畅,shūchàng,happy; entirely free from worry
6,疏忽,shūhu,neglect; overlook; negligence
6,疏远,shūyuǎn,drift apart; keep at a distance; not in close touch
6,束,shù,to tie; to bind; restrain
6,束缚,shùfù,to bind; restrict; to tie
6,树立,shùlì,set up; establish
6,竖,shù,vertical; to erect; vertical stroke
6,数额,shù'é,amount; sum of money; fixed number
6,耍,shuǎ,play/mess around with; juggle
6,衰老,shuāilǎo,grow old; age; deteriorate
6,衰退,shuāituì,decline; fall; drop
6,率领,shuàilǐng,lead; command; head
6,涮火锅,shuànhuǒguō,"to instant-boil (mutton, beef, vegetables, etc.)"
6,双胞胎,shuāngbāotāi,twins
6,爽快,shuǎngkuài,refreshed; rejuvenated; frank
6,水利,shuǐlì,water conservancy; irrigation works
6,水龙头,shuǐlóngtóu,faucet; tap
6,水泥,shuǐní,cement
6,瞬间,shùnjiān,in the twinkling of an eye; in an instant; momentary
6,司法,sīfǎ,judicial; (administration of) justice
6,司令,sīlìng,commanding officer
6,私自,sīzì,private; secretly; without permission
6,思念,sīniàn,think of; long for; to miss
6,思索,sīsuǒ,think deeply; ponder
6,思维,sīwéi,(line) of thought; thinking
6,斯文,sīwen,refined; educated; cultured
6,死亡,sǐwáng,to die; death; be dead
6,四肢,sìzhī,arms and legs; the four limbs of the body
6,寺庙,sìmiào,temple; monastery
6,饲养,sìyǎng,to raise; to rear (domestic animal)
6,肆无忌惮,sìwújìdàn,absolutely unrestrained; unbridled; without the slightest scruple
6,耸,sǒng,shrug; towering; shock (alarm)
6,艘,sōu,(mw for boats and ships)
6,苏醒,sūxǐng,wake up; regain consciousness
6,俗话,súhuà,common saying; proverb
6,诉讼,sùsòng,lawsuit
6,素食,sùshí,vegetables; vegetarian food
6,素质,sùzhì,inner quality; basic essence; character quality
6,塑造,sùzào,to shape; mould; figure
6,算数,suànshù,(do) arithmetic; count
6,随即,suíjí,immediately (after); soon after; immediately
6,随意,suíyì,as one wishes; according to one's wishes
6,岁月,suìyuè,the years of a person's life
6,隧道,suìdào,tunnel
6,损坏,sǔnhuài,to damage; injure
6,索取,suǒqǔ,demand; ask for; to exact
6,索性,suǒxìng,you might as well (do it); simply; just
6,塌,tā,collapse; fall down; crumple
6,踏实,tāshi,practical; down-to-earth; realistic
6,塔,tǎ,pagoda; tower
6,台风,táifēng,typhoon
6,太空,tàikōng,outer space
6,泰斗,tàidǒu,leading scholar of his time; magnate
6,贪婪,tānlán,greedy; avaricious
6,贪污,tānwū,"(political, moral) corruption; embezzle"
6,摊,tān,to spread out; vendor's stand; booth
6,瘫痪,tānhuàn,paralysis
6,弹性,tánxìng,flexibility; elasticity
6,坦白,tǎnbái,honest; forthcoming; to confess
6,叹气,tàn qì,to sigh
6,探测,tàncè,probe; take readings; detect
6,探索,tànsuǒ,explore; quest
6,探讨,tàntǎo,inquire into; explore
6,探望,tànwàng,pay a visit; look around
6,倘若,tǎngruò,provided that; supposing that; if
6,掏,tāo,fish out (from pocket)
6,滔滔不绝,tāotāo bù jué,(saying) talking non-stop; gushing; torrential
6,陶瓷,táocí,ceramics; pottery and porcelain
6,陶醉,táozuì,"be intoxicated (with power, success, etc.)"
6,淘汰,táotài,eliminate (in a competition); natural selection; die/phase out
6,讨好,tǎohǎo,to flatter
6,特长,tècháng,strong point; specialty
6,特定,tèdìng,special; specific; designated
6,特意,tèyì,specially for; with the special intention of
6,提拔,tíbá,promote to a higher job; elevate
6,提炼,tíliàn,"extract (ore, minerals, etc.); refine; purify"
6,提示,tíshì,to prompt; to present; to point out
6,提议,tíyì,propose; suggest
6,题材,tícái,subject matter
6,体裁,tǐcái,types or forms of literature
6,体积,tǐjī,volume; bulk
6,体谅,tǐliàng,empathize; express sympathy; allow (for something)
6,体面,tǐmiàn,dignity; honorable; face
6,体系,tǐxì,system; setup
6,天才,tiāncái,talent; gift; a genius
6,天赋,tiānfù,natural talent
6,天伦之乐,tiānlúnzhīlè,family happiness
6,天然气,tiānránqì,natural gas
6,天生,tiānshēng,innate; inherent; natural
6,天堂,tiāntáng,paradise; heaven
6,天文,tiānwén,astronomy
6,田径,tiánjìng,track and field
6,田野,tiányě,field; open country
6,舔,tiǎn,to lick
6,挑剔,tiāoti,picky; fastidious
6,条款,tiáokuǎn,clause (of contract or law)
6,条理,tiáolǐ,consecutive; arrangement; orderliness
6,条约,tiáoyuē,treaty; pact
6,调和,tiáohé,harmonious; harmony
6,调剂,tiáojì,make an adjustment
6,调节,tiáojié,adjust; regulate; reconcile
6,调解,tiáojiě,mediation; bring together to an agreement
6,调料,tiáoliào,seasoning; flavoring
6,挑拨,tiǎobō,incite disharmony; provoke; stir up tension in others
6,挑衅,tiǎoxìn,provoke; defiance
6,跳跃,tiàoyuè,jump; leap; bound
6,亭子,tíngzi,pavilion; kiosk
6,停泊,tíngbó,anchor; mooring (of a ship)
6,停顿,tíngdùn,pause; halt
6,停滞,tíngzhì,stagnation; be at a standstill; bogged down
6,挺拔,tǐngbá,tall and straight
6,通货膨胀,tōnghuò péngzhàng,inflation
6,通缉,tōngjī,order the arrest of a criminal
6,通俗,tōngsú,popular; common; everyday
6,通讯,tōngxùn,communication; correspondence; news dispatch
6,通用,tōngyòng,in common use; interchangeable; General Motors
6,同胞,tóngbāo,compatriot; fellow countryman
6,同志,tóngzhì,comrade; gay (slang)
6,铜,tóng,copper
6,童话,tónghuà,fairy tale
6,统筹兼顾,tǒngchóujiāngù,take every aspects into consideration through plan and preparation
6,统计,tǒngjì,statistics; to tally; to add up
6,统统,tǒngtǒng,totally; completely
6,统治,tǒngzhì,to rule (a country); govern; governance
6,投机,tóujī,speculate (on financial markets); congenial; opportunistic
6,投票,tóupiào,vote; poll
6,投诉,tóusù,make a complaint; appeal to a court
6,投降,tóuxiáng,to surrender
6,投掷,tóuzhì,throw something a long distance; hurl
6,透露,tòulù,divulge; to reveal; leak out
6,秃,tū,bald; blunt
6,突破,tūpò,break through; breakthrough
6,图案,tú'àn,design; pattern
6,徒弟,túdì,disciple
6,途径,tújìng,way; channel
6,涂抹,túmǒ,scribble; smear; doodle
6,土壤,tǔrǎng,soil; earth
6,团结,tuánjié,unite; hold a rally; join forces
6,团体,tuántǐ,group; organization; team
6,团圆,tuányuán,have a reunion; reunite as a family
6,推测,tuīcè,speculate; conjecture; surmise
6,推翻,tuīfān,overthrow; topple
6,推理,tuīlǐ,reasoning; speculative; inference
6,推论,tuīlùn,infer; a deduction; a corollary
6,推销,tuīxiāo,to market; sell
6,吞吞吐吐,tūntūntǔtǔ,"hum and haw (idiom); mumble as if hiding something; speak and break off, then start again"
6,托运,tuōyùn,check in (baggage); consign for shipment
6,拖延,tuōyán,prolong; protraction; delay
6,脱离,tuōlí,to separate oneself from; to break away from; be divorced from
6,妥当,tuǒdang,appropriate; proper; pertinence
6,妥善,tuǒshàn,appropriate; proper; well-arranged
6,妥协,tuǒxié,to compromise; reach terms
6,椭圆,tuǒyuán,ellipse; oval
6,唾弃,tuòqì,cast aside; spurn
6,挖掘,wājué,excavate; dig; unearth
6,哇,wa,wow; (sound of crying or surprise)
